8435;2;3210.50;9.50;1316.50;1.76;0.52
9791;2;3182.00;10.35;1345.50;-0.58;0.16
9805;2;3126.00;10.15;1311.50;0.58;0.16
9837;2;3140.50;12.65;1334.00;0.64;0.20
9916;2;3132.00;9.50;1307.50;4.24;0.08
9930;2;3183.50;9.90;1340.50;4.57;0.24
9940;2;3199.00;9.75;1231.50;0.92;0.20
10163;2;3155.50;10.70;1332.50;0.32;0.24
10203;2;3116.50;9.50;1313.50;1.37;0.24
11774;2;3206.50;11.40;1343.50;1.37;0.20
11786;2;3144.50;10.40;1316.00;4.71;0.20
11818;2;3160.71;9.70;1335.55;0.00;0.16
11895;2;3149.00;11.80;1309.00;-0.78;0.20
11905;2;3215.00;11.00;1343.50;0.00;0.28
11965;2;3172.50;9.50;1285.50;2.35;0.08
12001;2;3136.00;11.60;1299.00;0.46;0.24
12058;2;3176.00;10.75;1238.50;4.46;0.20
13364;2;3121.50;9.50;1316.00;-0.98;0.16
13365;2;3127.50;12.75;1322.00;1.57;0.12
13366;2;3131.00;13.05;1319.50;1.10;0.20
13368;2;3150.50;11.00;1324.00;-1.05;0.24
13369;2;3158.00;11.75;1299.50;-0.58;0.16
13370;2;3195.00;10.00;1343.00;0.46;0.20
13371;2;3186.00;11.05;1348.50;-1.10;0.16
13372;2;3174.50;10.35;1346.00;0.98;0.16
13373;2;3149.50;13.80;1300.00;-0.64;0.20
13374;2;3161.50;10.45;1306.00;1.57;0.12
13375;2;3144.50;12.05;1307.00;-0.46;0.16
13376;2;3141.50;11.90;1313.00;0.64;0.20
13377;2;3137.00;14.25;1320.50;0.58;0.12
13378;2;3154.50;10.10;1315.00;-0.98;0.12
13379;2;3139.50;10.60;1296.50;4.51;0.20
13380;2;3135.00;10.50;1309.50;-0.58;0.20
13381;2;3131.00;10.00;1310.00;0.78;0.08
13382;2;3163.92;10.20;1334.88;4.71;0.08
841;3;3132.50;13.70;1326.50;0.32;0.20
863;3;3139.50;13.30;1327.50;2.35;0.08
895;3;3171.50;9.70;1331.00;3.78;0.28
976;3;955.50;12.45;1463.00;4.71;0.36
966;3;3143.00;12.65;1328.50;-1.40;0.24
976;3;3155.50;11.20;1296.00;1.57;0.16
1109;3;3167.50;9.50;1289.50;0.62;0.28
1164;3;3185.00;10.12;1236.00;4.71;0.16
1173;3;3150.00;9.50;1268.00;1.24;0.28
1205;3;3142.00;12.20;1303.50;4.24;0.20
3401;3;3194.28;9.70;1283.17;3.78;0.44
3526;3;3164.50;10.65;1342.00;1.19;0.20
3844;3;3156.00;10.40;1311.50;-1.32;0.20
3864;3;3163.00;9.57;1311.00;4.24;0.20
3914;3;3133.00;12.55;1316.00;0.78;0.20
3936;3;3172.50;10.80;1337.50;1.37;0.20
3973;3;3157.50;10.30;1320.00;1.57;0.20
3980;3;3141.00;12.42;1323.00;4.71;0.16
3988;3;3157.00;12.20;1283.50;-1.40;0.20
4078;3;3152.00;11.15;1274.50;-0.92;0.32
4109;3;3173.50;10.30;1288.50;4.17;0.24
4170;3;3207.50;9.50;1234.00;3.60;0.16
4178;3;3156.50;10.00;1265.50;4.30;0.28
4193;3;3144.50;10.10;1280.50;1.37;0.24
6550;3;3218.00;9.50;1286.50;2.21;0.44
6930;3;3127.00;9.50;1308.00;4.71;0.16
6990;3;3179.00;9.75;1341.50;1.10;0.20
7096;3;3161.50;9.75;1280.00;3.78;0.24
7127;3;3177.00;10.30;1294.00;0.00;0.44
7211;3;3149.50;12.00;1286.50;1.42;0.20
8435;3;3210.00;9.50;1308.00;0.24;0.52
9791;3;3185.50;10.70;1346.50;1.37;0.16
9805;3;3124.50;10.75;1314.00;3.60;0.16
9837;3;3136.50;12.95;1336.00;4.71;0.20
9916;3;3134.00;9.62;1307.00;1.57;0.08
9930;3;3189.00;9.50;1341.50;2.21;0.24
9940;3;3200.00;10.65;1233.00;1.57;0.20
10163;3;3158.00;9.70;1333.50;1.40;0.24
11774;3;3201.50;11.50;1344.50;4.51;0.20
11786;3;3148.50;9.90;1315.50;1.37;0.20
11818;3;3159.84;9.80;1337.05;4.71;0.16
11895;3;3152.00;10.75;1310.50;1.81;0.20
11905;3;3212.00;11.35;1345.50;-0.87;0.28
11965;3;3171.00;9.50;1285.50;4.24;0.08
12001;3;3132.00;9.82;1301.00;4.71;0.24
12058;3;3180.00;10.77;1237.00;1.10;0.20
13364;3;3122.50;10.20;1317.50;3.92;0.16
13365;3;3124.50;11.50;1322.50;4.39;0.12
13366;3;3128.00;12.12;1319.00;-1.10;0.20
13368;3;3153.50;10.60;1324.50;-0.32;0.24
13369;3;3160.50;9.70;1301.00;1.57;0.16
13370;3;3196.50;10.65;1345.00;1.57;0.20
13371;3;3189.00;11.55;1349.00;1.57;0.16
13372;3;3170.50;10.50;1346.00;-1.19;0.16
13373;3;3153.00;13.77;1302.00;1.57;0.20
13374;3;3156.50;10.65;1306.00;4.71;0.12
13375;3;3146.50;12.55;1308.00;1.57;0.16
13376;3;3143.00;11.35;1313.50;1.10;0.20
13377;3;3138.00;13.40;1322.50;1.81;0.12
13378;3;3157.00;10.35;1315.50;1.10;0.12
13379;3;3145.00;9.80;1295.50;1.40;0.20
13380;3;3138.00;12.55;1310.00;1.10;0.20
13381;3;3131.50;10.55;1311.00;1.57;0.08
841;4;3130.50;13.70;1328.00;4.71;0.20
863;4;3150.00;10.67;1312.00;4.71;0.22
976;4;962.50;13.35;1461.00;1.05;0.36
966;4;3148.00;13.22;1330.00;2.03;0.24
976;4;3153.50;12.35;1297.00;2.67;0.16
1109;4;3168.00;9.85;1291.50;1.10;0.28
1164;4;3188.50;10.60;1236.50;2.35;0.16
1173;4;3148.50;10.10;1271.00;2.49;0.28
1205;4;3143.50;12.40;1304.50;2.82;0.20
3526;4;3157.50;10.40;1343.00;4.71;0.20
3844;4;3159.50;10.75;1312.00;1.57;0.20
3864;4;3159.50;10.80;1309.50;2.60;0.22
3914;4;3132.00;12.57;1318.00;3.14;0.20
3936;4;3172.00;10.72;1339.00;2.03;0.20
3973;4;3153.50;10.10;1321.50;3.46;0.20
3980;4;3144.50;11.40;1322.50;1.37;0.16
3988;4;3156.50;11.95;1285.00;4.43;0.20
4078;4;3155.00;12.32;1277.00;2.35;0.32
4109;4;3175.50;10.70;1289.50;3.33;0.24
4170;4;3211.00;9.52;1234.00;1.89;0.16
4178;4;3159.00;11.25;1267.50;3.42;0.28
4193;4;3142.50;9.70;1282.50;2.82;0.24
6550;4;3214.00;9.50;1292.50;3.40;0.44
6930;4;3128.50;9.60;1308.50;2.35;0.16
6990;4;3177.00;10.00;1343.50;3.73;0.20
7096;4;3162.50;10.00;1281.50;3.33;0.26
7127;4;3174.50;10.60;1297.50;4.17;0.44
7211;4;3145.50;9.70;1288.50;3.46;0.20
9791;4;3181.50;10.60;1347.50;4.39;0.16
9805;4;3127.00;11.25;1313.50;1.81;0.16
9837;4;3141.50;13.40;1336.50;1.76;0.20
9916;4;3133.50;9.80;1307.50;2.35;0.08
9930;4;3186.50;9.60;1342.00;3.38;0.24
9940;4;3194.50;11.45;1234.00;4.33;0.20
10163;4;3153.50;10.70;1336.00;3.78;0.24
11774;4;3204.50;11.35;1346.00;2.89;0.20
11786;4;3147.50;9.90;1317.50;2.35;0.20
11818;4;3165.85;9.90;1335.57;1.57;0.16
11895;4;3148.00;11.05;1311.00;4.24;0.20
11905;4;3217.00;10.35;1347.50;1.32;0.28
11965;4;3152.00;10.37;1271.00;3.38;0.24
12001;4;3138.00;12.05;1302.50;2.03;0.24
12058;4;3179.50;10.80;1239.50;2.35;0.20
13364;4;3124.50;10.90;1317.50;1.89;0.16
13365;4;3128.00;13.40;1323.50;2.21;0.12
13366;4;3129.50;13.35;1321.00;3.60;0.20
13368;4;3152.00;11.07;1326.00;4.71;0.24
13369;4;3157.00;11.20;1301.50;4.46;0.16
13370;4;3191.00;11.35;1345.50;4.54;0.20
13371;4;3186.50;11.50;1350.50;3.46;0.16
13372;4;3176.50;11.00;1347.50;1.71;0.16
13373;4;3148.50;14.00;1302.50;4.51;0.20
13374;4;3157.50;10.60;1307.00;4.12;0.12
13375;4;3142.50;11.70;1307.50;-1.37;0.16
13376;4;3141.50;11.90;1315.50;1.89;0.20
13377;4;3134.50;13.50;1322.50;4.39;0.12
13378;4;3156.00;10.25;1316.50;3.14;0.12
13379;4;3145.00;10.35;1297.00;1.89;0.20
13380;4;3134.50;10.95;1311.00;4.71;0.20
13381;4;3128.50;10.10;1311.00;4.71;0.08
841;5;3133.50;14.50;1327.50;1.24;0.20
863;5;3154.50;10.20;1313.50;2.11;0.22
976;5;962.00;14.20;1465.50;2.26;0.36
966;5;3141.50;12.90;1329.50;4.60;0.24
976;5;3155.50;13.35;1300.00;1.95;0.26
1109;5;3163.50;9.60;1291.50;-0.78;0.28
1173;5;3146.50;9.90;1272.00;3.30;0.28
3526;5;3159.00;10.40;1343.50;4.54;0.20
3844;5;3158.00;10.50;1313.50;3.14;0.20
3914;5;3133.50;12.80;1317.50;1.89;0.20
3936;5;3168.50;10.80;1339.50;3.92;0.20
3973;5;3160.00;10.85;1318.50;3.66;0.36
3980;5;3143.50;11.75;1324.00;2.15;0.16
3988;5;3160.50;10.10;1285.00;2.67;0.20
4078;5;3150.50;11.80;1278.00;4.19;0.32
4109;5;3176.50;10.90;1289.50;2.94;0.24
4178;5;3160.00;12.05;1271.00;3.33;0.28
6930;5;3127.00;9.50;1309.00;3.92;0.16
6990;5;3179.50;10.10;1343.00;2.15;0.20
7096;5;3160.00;10.95;1281.50;4.01;0.26
7127;5;3181.00;9.50;1290.00;0.58;0.44
7211;5;3150.00;10.75;1288.50;3.14;0.20
9791;5;3184.00;10.60;1347.50;2.03;0.16
9805;5;3125.50;10.95;1314.00;2.67;0.16
9837;5;3137.50;13.30;1337.50;3.92;0.20
9916;5;3132.50;9.65;1308.00;3.60;0.08
9930;5;3186.00;9.90;1342.50;2.76;0.22
9940;5;3198.00;11.05;1235.50;2.76;0.20
10163;5;3157.00;9.82;1335.00;2.03;0.24
11774;5;3202.50;11.60;1346.00;2.49;0.20
11786;5;3146.00;10.15;1318.50;3.14;0.20
11818;5;3161.50;10.05;1338.00;3.38;0.16
11895;5;3149.50;10.90;1311.50;3.46;0.20
11905;5;3214.00;10.80;1349.00;3.92;0.28
12001;5;3135.00;9.50;1304.00;3.14;0.24
13364;5;3124.00;10.72;1318.00;2.35;0.16
13365;5;3126.50;12.80;1324.00;2.89;0.12
13366;5;3132.00;13.90;1321.50;2.21;0.20
13368;5;3156.00;10.90;1326.50;1.81;0.24
13369;5;3159.00;9.50;1302.50;3.14;0.16
13370;5;3192.50;11.30;1345.50;4.39;0.20
13371;5;3184.00;11.50;1350.50;4.24;0.16
13372;5;3172.00;10.90;1348.00;3.92;0.16
13373;5;3150.50;13.75;1303.00;3.60;0.20
13374;5;3159.50;10.90;1307.50;2.82;0.12
13375;5;3142.50;11.90;1308.50;4.51;0.16
13376;5;3137.50;13.20;1316.50;4.17;0.20
13377;5;3134.50;13.50;1323.50;3.92;0.12
13378;5;3159.50;10.85;1317.00;1.84;0.12
13379;5;3142.50;10.35;1298.00;2.89;0.20
13380;5;3137.00;12.45;1312.00;2.35;0.20
13381;5;3130.00;10.92;1312.00;3.14;0.08
841;6;3134.50;14.60;1329.00;1.95;0.20
863;6;3151.50;10.25;1314.00;3.38;0.22
976;6;958.00;14.00;1467.50;3.36;0.36
966;6;3144.00;13.20;1330.50;4.06;0.24
976;6;3153.50;14.00;1301.50;2.94;0.26
1109;6;3161.50;10.60;1294.50;4.30;0.28
3526;6;3165.00;11.00;1344.00;1.89;0.20
3844;6;3160.50;11.05;1314.00;2.24;0.20
3914;6;3133.00;13.05;1318.50;2.55;0.20
3936;6;3171.00;10.65;1340.50;2.76;0.20
3980;6;3141.00;12.65;1325.00;3.60;0.16
3988;6;3164.00;9.52;1285.00;1.81;0.20
4078;6;3152.00;12.30;1279.50;3.66;0.32
6930;6;3148.50;11.20;1322.00;3.38;0.18
6990;6;3176.50;11.25;1348.00;2.49;0.20
9791;6;3181.50;10.90;1348.50;3.92;0.16
9805;6;3122.00;9.50;1313.00;4.71;0.16
9837;6;3139.50;13.70;1338.50;2.94;0.20
9916;6;3135.00;11.35;1311.50;2.21;0.22
10163;6;3156.00;9.92;1337.00;2.82;0.24
11774;6;3198.50;11.20;1346.50;3.92;0.20
11786;6;3147.00;10.15;1318.50;2.76;0.20
11818;6;3161.25;10.00;1336.82;0.00;1.00
11895;6;3151.50;10.50;1312.00;2.49;0.20
11905;6;3218.00;10.05;1351.50;2.43;0.28
12001;6;3136.50;10.50;1303.50;2.60;0.24
13366;6;3131.00;13.90;1322.50;2.76;0.20
13368;6;3155.00;11.50;1328.50;2.76;0.24
13370;6;3196.50;11.30;1346.50;2.11;0.20
13372;6;3175.00;11.67;1349.00;2.35;0.16
13373;6;3151.50;12.70;1304.50;2.94;0.20
13375;6;3144.00;11.90;1309.50;3.73;0.16
13376;6;3139.00;13.25;1317.00;3.60;0.20
13377;6;3136.00;13.47;1324.00;3.14;0.12
13380;6;3135.00;11.90;1313.00;3.60;0.20
841;7;3131.50;14.40;1329.50;3.46;0.20
976;7;961.50;15.30;1468.50;2.71;0.36
966;7;3147.00;13.35;1332.00;2.82;0.24
976;7;3152.00;13.40;1303.00;3.38;0.26
1109;7;3167.50;10.50;1294.50;2.11;0.28
3526;7;3161.50;10.60;1345.00;3.38;0.20
3914;7;3128.50;13.55;1323.00;3.60;0.24
4078;7;3154.00;12.55;1279.50;3.14;0.32
9837;7;3140.50;13.50;1338.50;2.94;0.20
9916;7;3133.00;11.60;1312.50;3.14;0.22
11905;7;3214.50;10.75;1352.00;3.26;0.28
12001;7;3137.50;11.65;1304.00;2.44;0.24
13370;7;3194.50;11.85;1347.00;2.89;0.20
13373;7;3152.50;12.65;1304.00;2.49;0.20
13376;7;3141.50;12.20;1318.00;2.67;0.20
841;8;3133.00;14.55;1329.50;2.55;0.20
1109;8;3164.50;10.95;1295.00;3.38;0.28
3526;8;3163.50;11.00;1345.50;2.60;0.20
11905;8;3217.00;10.17;1353.00;2.76;0.28
13373;8;3152.50;12.40;1304.50;2.60;0.20
841;9;3130.20;13.56;1328.00;1.57;0.20
863;9;3137.20;14.02;1327.00;1.57;0.08
895;9;3168.68;9.50;1329.00;1.57;0.28
976;9;955.76;12.54;1463.00;1.57;0.36
966;9;3143.12;12.73;1329.00;1.57;0.24
976;9;3150.48;10.84;1296.00;1.57;0.16
1106;9;3124.84;9.51;1290.00;1.57;0.24
1109;9;3161.76;9.83;1293.00;1.57;0.28
1164;9;3185.48;10.05;1236.00;1.57;0.16
1173;9;3144.48;9.64;1269.00;1.57;0.28
1205;9;3141.20;12.21;1303.00;1.57;0.20
3401;9;3194.27;9.50;1282.48;1.57;0.44
3526;9;3158.76;10.36;1343.00;1.57;0.20
3844;9;3155.84;10.31;1312.00;1.57;0.20
3864;9;3161.40;10.95;1310.00;1.57;0.20
3914;9;3130.20;12.40;1317.00;1.57;0.20
3936;9;3167.48;10.59;1338.00;1.57;0.20
3973;9;3151.12;10.41;1320.00;1.57;0.20
3980;9;3140.20;12.87;1323.00;1.57;0.16
3988;9;3157.12;12.12;1284.00;1.57;0.20
4078;9;3150.40;11.28;1276.00;1.57;0.32
4109;9;3173.84;9.86;1287.00;1.57;0.24
4170;9;3205.12;9.74;1233.00;1.57;0.16
4178;9;3157.48;9.55;1264.00;1.57;0.28
4193;9;3139.12;9.50;1281.00;1.57;0.24
6550;9;3212.04;9.50;1285.00;1.57;0.44
6930;9;3126.20;9.50;1308.00;1.57;0.16
6990;9;3176.20;9.92;1342.00;1.57;0.20
7096;9;3159.76;10.45;1278.00;1.57;0.24
7127;9;3171.60;9.50;1296.00;1.57;0.44
7211;9;3142.76;9.71;1287.00;1.57;0.20
8435;9;3203.32;9.50;1316.00;1.57;0.52
9791;9;3180.84;10.53;1347.00;1.57;0.16
9805;9;3123.56;10.13;1313.00;1.57;0.16
9837;9;3136.12;12.96;1336.00;1.57;0.20
9916;9;3131.92;9.50;1307.00;1.57;0.08
9930;9;3184.12;9.59;1340.00;1.57;0.24
9940;9;3194.48;11.04;1233.00;1.57;0.20
10163;9;3152.84;11.29;1334.00;1.57;0.24
10203;9;3111.84;9.50;1314.00;1.57;0.24
11774;9;3201.48;11.19;1344.00;1.57;0.20
11786;9;3143.84;10.66;1316.00;1.57;0.20
11818;9;3162.94;10.20;1337.40;1.57;0.16
11895;9;3148.20;11.44;1310.00;1.57;0.20
11905;9;3212.48;11.00;1348.00;1.57;0.28
11965;9;3170.92;9.50;1285.00;1.57;0.08
12001;9;3132.84;10.27;1301.00;1.57;0.24
12058;9;3175.84;10.61;1238.00;1.57;0.20
13364;9;3121.56;9.63;1317.00;1.57;0.16
13365;9;3124.20;11.29;1322.00;1.57;0.12
13366;9;3128.20;12.29;1320.00;1.57;0.20
13367;9;3180.56;9.50;1328.00;1.57;0.12
13368;9;3151.84;11.09;1326.00;1.57;0.24
13369;9;3156.48;12.11;1301.00;1.57;0.16
13370;9;3191.48;11.09;1345.00;1.57;0.20
13371;9;3184.84;11.06;1349.00;1.57;0.16
13372;9;3170.48;10.70;1347.00;1.57;0.16
13373;9;3149.20;13.97;1302.00;1.57;0.20
13374;9;3156.84;10.61;1306.00;1.57;0.12
13375;9;3142.84;11.78;1308.00;1.57;0.16
13376;9;3138.20;12.76;1315.00;1.57;0.20
13377;9;3134.56;13.70;1322.00;1.57;0.12
13378;9;3153.48;10.15;1316.00;1.57;0.12
13379;9;3139.48;10.35;1296.00;1.57;0.20
13380;9;3134.20;10.87;1311.00;1.57;0.20
13381;9;3128.92;10.16;1311.00;1.57;0.08
13382;9;3163.88;10.20;1335.04;1.57;0.08
841;10;3133.80;14.51;1328.00;-1.57;0.20
863;10;3140.80;12.87;1327.00;-1.57;0.08
895;10;3177.32;9.50;1329.00;-1.57;0.28
976;10;962.24;13.38;1463.00;-1.57;0.36
966;10;3148.88;13.00;1329.00;-1.57;0.24
976;10;3155.52;11.19;1296.00;-1.57;0.16
1106;10;3129.16;9.56;1290.00;-1.57;0.24
1109;10;3168.24;10.26;1293.00;-1.57;0.28
1164;10;3190.52;10.95;1236.00;-1.57;0.16
1173;10;3149.52;9.55;1269.00;-1.57;0.28
1205;10;3144.80;12.61;1303.00;-1.57;0.20
3401;10;3194.50;9.70;1283.14;-1.57;0.44
3526;10;3165.24;10.87;1343.00;-1.57;0.20
3844;10;3160.16;10.88;1312.00;-1.57;0.20
3864;10;3168.60;10.37;1310.00;-1.57;0.20
3914;10;3133.80;12.79;1317.00;-1.57;0.20
3936;10;3172.52;10.79;1338.00;-1.57;0.20
3973;10;3156.88;10.14;1320.00;-1.57;0.20
3980;10;3143.80;11.48;1323.00;-1.57;0.16
3988;10;3162.88;9.78;1284.00;-1.57;0.20
4078;10;3157.60;12.02;1276.00;-1.57;0.32
